,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
14766,0.51,2000.0,-0.0929,15.0,120.0,10.0,9.2
14768,3.9,4056.0,0.0816,10.8,10.8,864.0,4.6
14769,6.85,1519.0,0.1058,12.7,42.3,1778.0,3.0
14770,13.79,3906.0,0.0763,4.7,4.7,318.0,2.4
14771,3.69,3770.0,0.0117,10.8,10.8,432.0,4.5
14772,6.89,4055.0,-0.0029,10.3,10.3,762.0,4.6
14773,6.89,3070.4877791356516,-0.0034,23.6,14.21544580709314,830.5649623727313,14.7
14775,10.635065510058652,1370.0,0.0049,3.6,14.21544580709314,76.0,4.4
14779,10.34,5940.0,-0.1077,10.3,10.3,762.0,5.3
14781,3.86,4069.0,0.0804,10.8,10.8,432.0,4.8
14782,10.635065510058652,5561.0,-0.0298,8.589305208096429,38.1,914.0,3.2
14784,11.03,4054.0,0.0496,9.5,9.5,1836.0,2.6
14785,13.79,3070.4877791356516,0.0621,8.589305208096429,4.6,830.5649623727313,2.2
14787,12.07,3201.0,-0.0408,8.589305208096429,1.9,152.0,3.2
14788,10.635065510058652,4136.0,0.0209,5.6,5.6,216.0,4.6
14789,6.89,3070.4877791356516,-0.0071,23.6,23.6,1972.0,3.8
14790,10.34,7432.0,-0.1208,10.3,10.3,762.0,6.6
14791,6.89,7866.0,-0.0386,10.3,10.3,794.0,4.9
14794,13.79,1214.0,-0.1212,4.7,4.7,305.0,7.7
14796,3.45,3760.0,0.0709,4.7,4.7,229.0,5.2
14797,13.79,1356.0,-0.1438,7.7,7.7,830.5649623727313,2.5
14798,13.79,3486.0,0.0629,4.6,4.6,295.0,2.3
14799,8.27,2731.0,0.0515,8.589305208096429,15.2,2134.0,3.9
14801,13.79,903.0,0.0758,8.589305208096429,4.7,830.5649623727313,0.9
14802,13.79,5588.0,-0.4486,5.7,5.7,625.0,4.5
14806,10.635065510058652,2740.0,0.0749,5.6,14.21544580709314,2134.0,2.1
14808,10.34,5832.0,-0.103,8.589305208096429,10.3,762.0,6.2
14809,10.34,7378.0,-0.0684,10.3,10.3,762.0,5.0
14810,6.89,3070.4877791356516,-0.0417,10.3,10.3,762.0,5.9
14811,13.79,1337.0,0.0238,5.6,15.2,2134.0,1.8
14812,13.79,2794.0,0.1601,8.589305208096429,9.5,1836.0,1.8
14813,10.34,5249.0,-0.1403,10.3,10.3,762.0,6.2
14815,13.79,1356.0,0.0787,7.8,14.21544580709314,591.0,2.7
14816,16.0,3070.4877791356516,0.0311,10.0,10.0,890.0,3.3
14819,6.86,4069.0,0.0863,10.8,10.8,432.0,3.3
14821,5.54,3070.4877791356516,-0.0022,12.7,42.3,1778.0,4.0
14822,10.635065510058652,2048.0,0.0854,11.1,11.1,830.5649623727313,1.8
14823,10.635065510058652,1355.0,0.1282,5.6,15.2,2134.0,2.6
14824,11.0,2034.0,0.1733,8.589305208096429,11.5,830.5649623727313,2.9
14825,14.0,2439.0,0.0323,10.0,10.0,1650.0,2.5
14826,13.79,3070.4877791356516,-0.0417,5.6,5.6,2134.0,4.3
14827,18.96,1858.0,-0.0987,1.9,1.9,830.5649623727313,2.1
14830,13.79,3070.4877791356516,-0.0703,1.9,1.9,152.0,4.8
14831,13.79,1021.0,0.0675,7.8,7.8,591.0,2.6
14832,6.86,4096.0,-0.0479,10.8,10.8,432.0,4.5
14834,3.9,4056.0,0.0611,10.8,10.8,864.0,2.2
14835,6.87,1519.0,0.118,12.7,42.3,2743.0,2.2
14836,6.89,5384.0,-0.1916,23.6,23.6,610.0,4.9
14837,13.79,974.0,0.0863,4.7,14.21544580709314,830.5649623727313,3.3
14838,6.83,4069.0,0.1352,11.5,11.5,1727.0,2.8
14840,15.51,2428.0,-0.1046,1.9,1.9,152.0,1.1
14842,13.79,3580.0,0.0827,4.7,4.7,305.0,3.7
14843,10.635065510058652,1316.0,0.0808,7.7,7.7,457.0,2.2
14847,6.82,5615.0,0.0409,10.5,10.5,1778.0,2.7
14848,7.03,1356.0,0.0008,8.589305208096429,10.8,864.0,4.3
14850,13.79,2798.0,0.1827,4.7,4.7,305.0,2.9
14851,10.635065510058652,4218.0,0.0902,5.6,5.6,432.0,3.6
14853,11.03,1364.0,0.1464,5.6,15.2,830.5649623727313,1.7
14854,13.79,1316.0,0.0487,5.7,5.7,830.5649623727313,1.8
14855,6.83,4069.0,0.0133,10.8,14.21544580709314,432.0,3.6
14856,13.79,1319.0,0.0111,7.7,14.21544580709314,457.0,2.0
14857,6.89,3662.0,0.0491,10.3,14.21544580709314,762.0,3.6
14858,18.27,1355.0,-0.201,5.6,15.2,2134.0,1.3
14859,13.79,3070.4877791356516,0.0226,7.7,7.7,457.0,2.9
14860,10.635065510058652,1778.0,-0.2383,11.1,11.1,830.5649623727313,3.9
14861,10.635065510058652,1000.0,-0.0193,8.589305208096429,10.0,1650.0,3.2
14862,6.89,7405.0,-0.0045,23.6,23.6,610.0,8.6
14863,6.89,1465.0,0.0369,12.4,12.4,610.0,3.5
14864,13.79,1383.0,-0.1005,7.7,7.7,457.0,2.5
14865,0.1,3070.4877791356516,-0.1392,15.0,120.0,10.0,3.1
14866,13.79,2048.0,0.0392,4.7,4.7,830.5649623727313,2.5
14867,13.79,2360.0,0.0857,7.8,7.8,591.0,2.3
14868,13.79,2373.0,0.0948,7.8,7.8,591.0,2.7
14869,13.79,1736.0,0.0141,7.8,7.8,830.5649623727313,2.0
14870,11.03,4069.0,-0.0465,9.3,9.3,762.0,4.3
14871,3.45,1410.0,0.008,8.589305208096429,3.6,76.0,3.4
14873,11.03,3679.0,0.0716,11.5,11.5,914.0,2.7
14874,13.79,2116.0,0.0598,7.8,14.21544580709314,591.0,2.0
14876,13.79,936.0,-0.0172,7.7,7.7,457.0,2.2
14877,13.79,2618.0,-0.1212,7.7,7.7,457.0,2.7
14878,10.635065510058652,2731.0,0.0747,5.6,15.2,2134.0,1.8
14879,10.635065510058652,5438.0,0.0184,12.8,12.8,1930.0,3.4
14880,8.27,1345.0,0.0481,5.6,15.2,2134.0,2.3
14881,10.635065510058652,1370.0,-0.1347,5.7,5.7,625.0,4.5
14882,6.89,5696.0,-0.0251,10.3,10.3,762.0,5.0
14883,13.79,929.0,0.1275,7.7,7.7,457.0,1.8
14884,10.635065510058652,1519.0,0.0486,8.589305208096429,42.3,1778.0,2.4
14885,10.635065510058652,4964.0,-0.1823,4.7,4.7,318.0,4.0
14886,10.635065510058652,2292.0,0.1329,12.7,42.3,1778.0,2.2
14888,10.635065510058652,3070.4877791356516,0.0032,12.7,42.3,1778.0,3.6
14889,6.86,1858.0,0.0108,10.8,14.21544580709314,216.0,3.6
14890,6.89,2061.0,0.0944,12.8,12.8,1930.0,2.7
14891,13.79,4055.0,0.0743,4.6,4.6,295.0,2.2
14892,9.65,5615.0,-0.0524,6.4,15.9,914.0,4.2
14893,9.65,5615.0,-0.1005,6.4,14.21544580709314,914.0,2.8
14894,3.45,2645.0,-0.0965,3.6,3.6,76.0,6.8
14896,13.79,3458.0,-0.363,1.9,1.9,830.5649623727313,3.4
14898,13.79,1286.0,0.0778,7.8,14.21544580709314,591.0,2.3
14901,13.79,3070.4877791356516,0.0833,7.7,7.7,457.0,1.1
14902,10.635065510058652,2740.0,-0.0638,11.1,11.1,457.0,2.8
14903,10.635065510058652,3770.0,0.0108,10.8,10.8,864.0,4.6
14904,7.0,3943.0,0.0763,10.8,10.8,864.0,3.6
14906,6.89,4400.0,0.099,5.6,5.6,864.0,5.2
14907,10.635065510058652,2000.0,0.0486,8.589305208096429,120.0,10.0,3.6
14910,10.635065510058652,1939.0,-0.0444,1.9,1.9,152.0,3.7
14911,10.635065510058652,4367.0,0.0141,8.589305208096429,4.7,305.0,3.6
14912,10.635065510058652,2658.0,0.007,8.589305208096429,7.7,457.0,3.4
14918,13.79,1397.0,-0.0431,4.7,4.7,318.0,4.8
14920,10.635065510058652,1000.0,-0.0329,8.589305208096429,120.0,10.0,6.9
14921,10.0,4750.0,-0.0465,8.589305208096429,10.0,830.5649623727313,4.4
14922,12.07,2563.0,-0.0042,1.9,1.9,152.0,3.4
14925,13.79,6144.0,-0.0865,4.7,14.21544580709314,318.0,4.6
14927,13.79,1356.0,-0.1023,7.7,7.7,457.0,3.5
14928,15.51,3648.0,-0.0195,1.9,1.9,152.0,7.9
14929,10.34,5696.0,-0.1223,10.3,10.3,762.0,7.7
14930,13.79,1424.0,0.0682,8.589305208096429,4.7,305.0,1.8
14931,10.635065510058652,3987.0,0.0997,10.3,10.3,762.0,3.0
14932,6.89,1465.0,0.0297,8.589305208096429,14.21544580709314,610.0,3.3
14934,6.79,4056.0,0.0008,8.589305208096429,10.8,432.0,4.3
14935,6.89,833.0,-0.0097,12.7,38.1,737.0,3.5
14936,6.89,1356.0,-0.0134,8.589305208096429,14.21544580709314,610.0,5.9
14937,13.79,2717.0,0.0409,5.6,15.2,2134.0,1.8
14938,6.89,5940.0,-0.0591,10.3,10.3,762.0,6.3
14940,13.79,2731.0,0.0886,5.0,13.3,830.5649623727313,1.5
14942,11.03,3391.0,-0.0833,11.5,11.5,1143.0,6.7
14943,15.51,2707.0,0.1549,5.6,15.2,2134.0,1.4
14944,3.45,3933.0,0.153,10.3,10.3,762.0,4.6
14945,10.635065510058652,2292.0,0.1556,12.7,42.3,830.5649623727313,8.0
14946,10.635065510058652,734.0,-0.0187,15.0,120.0,10.0,4.3
14948,10.635065510058652,4123.0,-0.1121,10.8,10.8,432.0,4.8
14950,7.0,4136.0,0.0902,5.6,5.6,830.5649623727313,2.3
14952,12.07,3201.0,-0.0103,1.9,1.9,152.0,4.7
14953,6.72,6022.0,-0.0274,10.3,10.3,762.0,5.8
14954,10.635065510058652,2753.0,-0.0487,4.6,4.6,830.5649623727313,3.8
14958,13.79,2129.0,0.1692,8.589305208096429,7.8,591.0,2.0
14963,10.51,3070.4877791356516,0.0376,4.6,4.6,229.0,7.3
14964,6.79,3513.0,0.0129,10.8,14.21544580709314,432.0,4.9
14965,15.51,3070.4877791356516,-0.0135,5.6,15.2,2134.0,8.5
14966,10.635065510058652,3513.0,-0.0156,10.8,10.8,432.0,4.9
14967,8.96,4069.0,0.1455,11.5,11.5,1524.0,2.4
14969,13.79,6144.0,-0.4486,8.589305208096429,4.7,318.0,11.5
14972,11.03,3070.4877791356516,-0.065,11.5,11.5,1143.0,2.6
14973,8.27,1519.0,0.0258,12.7,42.3,1778.0,1.8
14975,8.3,1519.0,0.0459,8.589305208096429,14.21544580709314,1778.0,3.9
14976,3.45,5249.0,-0.0414,5.7,14.21544580709314,625.0,5.8
14977,13.79,888.0,0.0856,7.8,7.8,591.0,2.0
14978,13.79,5696.0,0.1431,4.7,4.7,305.0,2.2
14979,13.79,2862.0,-0.1989,4.7,4.7,830.5649623727313,5.0
14980,6.89,7391.0,0.0001,10.3,10.3,762.0,4.3
14982,13.79,678.0,0.1274,11.1,11.1,457.0,2.3
14983,11.03,1345.0,0.0446,5.0,13.3,2134.0,2.1
14984,13.79,1899.0,-0.0103,11.1,11.1,457.0,2.8
14985,6.89,3700.0,0.0748,5.6,14.21544580709314,432.0,3.6
14986,9.65,5547.0,-0.0037,12.7,38.1,914.0,3.9
14987,10.635065510058652,5615.0,0.0036,6.4,15.9,914.0,3.8
14988,6.83,3070.4877791356516,-0.0188,10.8,14.21544580709314,432.0,3.9
14989,6.89,3070.4877791356516,0.0335,12.8,12.8,830.5649623727313,2.8
14990,13.79,2278.0,0.0854,8.589305208096429,7.8,830.5649623727313,2.2
14991,6.87,1546.0,0.1465,8.5,22.3,830.5649623727313,2.2
14992,9.68,2292.0,0.1263,12.7,42.3,1778.0,2.0
14993,13.79,1370.0,0.0111,8.589305208096429,7.7,457.0,2.0
14997,13.79,2645.0,0.0808,8.589305208096429,7.7,830.5649623727313,1.9
14998,3.45,7880.0,0.0203,10.3,10.3,762.0,4.6
15000,3.86,3974.0,0.0428,10.8,10.8,864.0,3.9
15001,11.03,2740.0,0.1162,5.6,5.6,2134.0,1.8
15003,11.03,1355.0,0.1233,8.589305208096429,15.2,2134.0,2.9
15004,6.89,2292.0,0.2085,8.5,14.21544580709314,2743.0,2.6
15005,6.86,1031.0,0.0376,10.8,10.8,432.0,5.3
15006,15.51,3811.0,-0.0595,1.9,1.9,152.0,7.3
15008,11.03,2729.0,0.0537,5.6,15.2,830.5649623727313,2.6
15010,6.89,1668.0,-0.1272,7.7,14.21544580709314,457.0,3.9
15011,10.635065510058652,673.0,0.0833,8.589305208096429,11.1,457.0,1.2
15012,13.79,5900.0,-0.1342,4.7,4.7,318.0,3.9
15013,13.79,739.0,-0.1212,8.589305208096429,4.7,830.5649623727313,2.7
15014,13.79,3282.0,0.0211,1.9,14.21544580709314,696.0,3.0
15015,13.79,3608.0,-0.3209,4.7,4.7,830.5649623727313,6.1
15016,7.0,4043.0,0.1536,8.589305208096429,14.21544580709314,864.0,2.6
15018,13.79,1994.0,-0.1184,7.7,7.7,457.0,3.0
15019,13.79,2021.0,-0.0446,11.1,11.1,457.0,2.2
15020,15.51,2455.0,-0.0221,1.9,1.9,696.0,4.1
15022,10.34,7351.0,-0.1179,10.3,14.21544580709314,762.0,4.7
15024,10.34,3070.4877791356516,-0.0663,8.589305208096429,10.3,762.0,5.3
15025,10.34,6400.0,-0.0047,10.3,10.3,762.0,4.9
15026,13.79,1318.0,0.0484,8.589305208096429,14.21544580709314,457.0,2.3
15027,13.79,2590.0,0.1584,7.7,7.7,457.0,1.4
15028,12.0,5361.0,0.0486,10.0,10.0,1300.0,2.9
15030,13.79,3070.4877791356516,-0.0424,4.7,4.7,318.0,3.8
15031,13.79,3070.4877791356516,-0.0386,4.7,14.21544580709314,318.0,4.4
15032,18.0,3070.4877791356516,-0.0472,8.589305208096429,10.0,1650.0,2.7
15033,12.07,4082.0,-0.0434,1.9,14.21544580709314,152.0,4.0
15034,10.635065510058652,5940.0,-0.0987,10.3,10.3,762.0,4.6
15035,3.9,2902.0,0.0379,10.8,14.21544580709314,864.0,4.8
15036,0.1,1500.0,-0.0438,8.589305208096429,14.21544580709314,10.0,5.0
15037,6.89,2495.0,0.0601,8.589305208096429,8.0,610.0,3.8
15038,3.9,4054.0,0.1545,10.8,10.8,864.0,5.3
15039,6.79,3838.0,-0.0927,10.8,10.8,432.0,4.8
15042,11.14,4069.0,0.0886,8.589305208096429,11.5,1524.0,2.7
15045,10.635065510058652,5547.0,-0.0097,12.7,38.1,914.0,7.0
15048,7.14,1858.0,-0.0237,10.8,10.8,216.0,5.4
15050,13.79,3703.0,0.0854,4.7,4.7,318.0,4.0
15051,10.34,3070.4877791356516,-0.1403,10.3,10.3,762.0,10.8
15053,6.92,2319.0,-0.0801,12.7,38.1,914.0,4.1
15055,10.635065510058652,3070.4877791356516,-0.0335,8.589305208096429,14.21544580709314,152.0,3.5
15059,10.635065510058652,2007.0,-0.0916,11.1,11.1,457.0,2.8
15060,13.79,956.0,0.0484,7.7,7.7,457.0,2.9
15061,15.51,3743.0,0.0409,5.6,5.6,2134.0,2.2
15062,10.635065510058652,3070.4877791356516,0.0129,10.8,14.21544580709314,432.0,4.9
15063,6.86,4056.0,0.0636,10.8,10.8,864.0,3.9
15065,10.635065510058652,1356.0,0.1601,5.6,15.2,830.5649623727313,1.9
15066,12.07,2740.0,-0.0266,8.589305208096429,14.21544580709314,830.5649623727313,2.1
15070,13.79,5574.0,-0.4505,4.7,4.7,318.0,7.7
15074,10.635065510058652,2704.0,-0.0154,9.5,9.5,1836.0,5.6
15075,13.79,1336.0,-0.1138,8.589305208096429,7.7,457.0,3.6
15076,6.89,3038.0,0.1016,8.589305208096429,11.3,1778.0,2.1
15080,10.34,3974.0,-0.0415,10.3,10.3,762.0,5.9
15081,3.86,4123.0,0.0817,10.8,10.8,432.0,4.2
15082,10.635065510058652,1339.0,-0.0185,8.589305208096429,15.2,2134.0,2.1
15085,13.79,1062.0,0.018,4.6,14.21544580709314,295.0,2.6
15086,13.79,1763.0,-0.0309,7.8,14.21544580709314,591.0,4.0
15088,8.27,3070.4877791356516,0.1486,9.5,9.5,830.5649623727313,2.4
15089,6.72,4056.0,0.0027,10.8,10.8,864.0,4.9
15091,12.07,3201.0,-0.0331,1.9,1.9,152.0,4.3
15093,13.79,2658.0,-0.1184,7.7,7.7,457.0,4.9
15094,6.89,1370.0,-0.0629,8.589305208096429,23.6,610.0,4.4
15095,13.79,1465.0,0.0876,7.7,7.7,457.0,2.3
15097,7.07,4069.0,0.1695,9.3,9.3,1524.0,2.7
15098,6.89,3070.4877791356516,0.1058,12.7,38.1,914.0,2.5
15099,6.89,6266.0,-0.0482,8.589305208096429,10.3,794.0,6.6
15100,13.79,1298.0,0.0839,7.8,7.8,830.5649623727313,2.3
15103,13.79,2007.0,0.0628,7.7,7.7,457.0,2.4
15104,13.79,3458.0,-0.082,8.589305208096429,4.7,318.0,5.0
15105,10.635065510058652,2007.0,-0.1441,1.9,1.9,152.0,3.2
15106,13.79,2523.0,0.0705,4.6,4.6,295.0,2.6
15109,3.45,7554.0,-0.0601,10.3,10.3,762.0,4.2
15111,6.89,7961.0,-0.0378,8.589305208096429,14.21544580709314,762.0,7.8
15112,13.79,2034.0,0.07,8.589305208096429,7.7,457.0,2.3
15113,6.89,3070.4877791356516,0.023,12.4,12.4,610.0,4.8
15114,10.635065510058652,2712.0,0.1184,11.5,11.5,1524.0,1.9
15115,6.89,3797.0,0.0065,23.6,23.6,830.5649623727313,2.6
15116,6.89,3070.4877791356516,0.0117,10.3,10.3,762.0,2.2
15117,6.89,1397.0,-0.0404,8.5,24.6,1778.0,2.8
15120,15.51,2848.0,-0.0123,1.9,1.9,152.0,4.5
15122,13.79,1344.0,0.0847,11.1,11.1,457.0,2.9
15124,9.65,5615.0,0.0611,6.4,15.9,914.0,2.1
15125,10.635065510058652,1682.0,0.0682,7.7,7.7,830.5649623727313,2.0
15126,7.0,3070.4877791356516,0.0625,8.589305208096429,10.8,864.0,3.0
15127,13.79,1085.0,-0.112,4.7,4.7,318.0,2.2
15129,15.51,2723.0,0.1282,5.6,15.2,2134.0,2.1
15130,10.635065510058652,1668.0,-0.2252,7.7,7.7,457.0,3.6
15132,13.79,3070.4877791356516,0.0484,7.7,7.7,457.0,2.6
15133,13.79,2523.0,0.0669,4.6,4.6,295.0,3.6
15137,6.92,1533.0,0.1784,8.5,24.6,1778.0,2.2
15138,13.79,3070.4877791356516,0.1015,8.589305208096429,15.2,2134.0,1.8
15139,13.79,1356.0,0.0406,7.8,7.8,591.0,2.0
15142,6.89,7893.0,-0.0274,10.3,14.21544580709314,762.0,3.2
15143,13.79,1397.0,0.0816,9.5,9.5,1836.0,1.6
15147,6.89,6022.0,0.0657,4.7,4.7,318.0,5.9
15148,13.79,3070.4877791356516,0.0792,7.8,7.8,830.5649623727313,2.3
15149,10.635065510058652,5547.0,0.0537,12.7,14.21544580709314,914.0,2.9
15150,10.635065510058652,3635.0,0.0108,5.6,5.6,830.5649623727313,4.0
15151,13.79,1233.0,0.086,7.8,7.8,591.0,2.3
15152,6.89,4069.0,0.0498,5.6,14.21544580709314,432.0,6.0
15157,9.68,3070.4877791356516,0.1293,12.7,14.21544580709314,830.5649623727313,4.7
15160,18.96,3070.4877791356516,-0.1258,1.9,1.9,152.0,4.9
15161,6.89,3852.0,0.1178,5.6,5.6,216.0,6.6
15162,10.635065510058652,4123.0,0.0496,8.589305208096429,5.6,305.0,1.8
15163,6.89,4069.0,0.0133,10.8,14.21544580709314,432.0,4.8
15166,11.07,4056.0,0.0221,11.5,11.5,1524.0,1.9
15167,3.9,4136.0,0.0379,5.6,5.6,432.0,3.9
15175,13.79,1682.0,-0.0123,7.7,7.7,457.0,5.0
15176,6.96,4069.0,0.1004,8.589305208096429,11.5,830.5649623727313,2.5
15178,15.51,2984.0,0.0069,8.589305208096429,14.21544580709314,152.0,3.7
15181,6.89,3070.4877791356516,-0.0416,10.3,10.3,794.0,5.8
15183,15.17,2680.0,0.0438,9.5,9.5,1836.0,2.3
15185,8.27,2743.0,-0.0037,5.0,13.3,2134.0,1.1
15186,13.79,3933.0,-0.073,1.9,1.9,696.0,5.4
15187,8.27,1354.0,0.1712,5.6,15.2,2134.0,1.1
15189,13.79,4896.0,-0.0356,4.7,4.7,305.0,4.2
15191,18.27,842.0,-0.065,8.589305208096429,14.21544580709314,150.0,2.6
15192,5.54,1519.0,0.0192,12.7,42.3,1778.0,2.2
15194,6.89,2807.0,0.0329,6.4,15.9,914.0,2.0
15195,13.79,1953.0,0.0191,7.7,14.21544580709314,457.0,2.5
15198,10.0,2000.0,-0.0297,8.589305208096429,10.0,830.5649623727313,3.2
15199,6.89,3070.4877791356516,-0.0579,10.3,10.3,830.5649623727313,2.9
15200,13.79,3070.4877791356516,0.0674,4.7,4.7,318.0,2.7
15201,10.34,3811.0,-0.1981,10.3,10.3,762.0,7.3
15202,3.86,4136.0,0.0798,5.6,5.6,830.5649623727313,4.4
15206,13.79,685.0,-0.0034,11.1,11.1,830.5649623727313,2.0
15207,3.86,2034.0,0.1671,10.8,10.8,432.0,6.0
15211,13.79,1298.0,0.1402,7.8,7.8,591.0,2.0
15212,3.45,5967.0,0.0206,8.589305208096429,10.3,762.0,4.4
15213,10.34,3070.4877791356516,-0.0698,10.3,10.3,762.0,3.0
15214,13.79,1272.0,0.0833,7.8,7.8,591.0,2.5
15216,13.79,1336.0,-0.137,5.7,14.21544580709314,625.0,6.4
15217,6.79,1899.0,0.0049,10.8,10.8,432.0,4.0
15218,3.45,5289.0,0.1402,8.589305208096429,14.21544580709314,762.0,7.9
15220,6.72,4001.0,-0.0198,10.8,10.8,830.5649623727313,5.3
15221,13.79,4071.0,-0.0124,9.5,9.5,830.5649623727313,5.5
15222,6.89,3070.4877791356516,-0.0487,10.3,10.3,794.0,6.0
15226,6.92,3070.4877791356516,-0.0096,6.4,15.9,914.0,6.2
15227,13.79,5574.0,0.0073,4.7,4.7,830.5649623727313,3.3
15229,15.17,3070.4877791356516,0.0036,9.5,9.5,830.5649623727313,2.5
15230,6.98,1519.0,0.0238,8.5,22.3,2591.0,3.1
15231,6.86,1031.0,0.0257,10.8,10.8,830.5649623727313,3.7
15232,15.17,2699.0,0.0196,9.5,9.5,1836.0,2.1
15233,3.45,4286.0,-0.1088,8.589305208096429,10.3,830.5649623727313,5.7
15234,10.0,1944.0,-0.0465,10.0,10.0,890.0,3.2
15235,10.635065510058652,5384.0,-0.0373,8.589305208096429,4.7,318.0,3.7
15237,12.0,4028.0,-0.0471,10.0,10.0,1650.0,2.9
15244,12.07,3070.4877791356516,-0.0591,1.9,1.9,696.0,3.2
15246,6.85,1529.0,0.1517,8.5,22.3,2743.0,1.9
15248,6.92,1533.0,0.1762,8.5,14.21544580709314,1829.0,2.2
15249,13.79,1046.0,0.0787,7.8,7.8,591.0,3.8
15252,13.79,2563.0,0.1712,4.6,4.6,295.0,2.2
15253,7.0,2021.0,0.0117,10.8,10.8,864.0,3.8
15254,10.635065510058652,1533.0,0.2039,8.5,22.3,830.5649623727313,3.2
15257,13.79,4056.0,0.0833,9.5,14.21544580709314,830.5649623727313,2.2
15258,10.34,5737.0,-0.1684,10.3,10.3,762.0,5.0
15259,13.79,3070.4877791356516,-0.0276,7.7,7.7,457.0,3.4
15260,17.24,3662.0,-0.0574,1.9,1.9,696.0,2.4
15261,13.79,932.0,-0.0487,8.589305208096429,7.7,830.5649623727313,12.8
15263,14.0,4028.0,0.1005,10.0,10.0,893.0,2.2
15264,6.89,4042.0,-0.0321,10.3,10.3,830.5649623727313,8.9
15266,13.79,1410.0,0.212,8.589305208096429,7.8,591.0,1.5
15268,13.79,793.0,0.0441,8.589305208096429,4.7,305.0,2.9
15269,10.0,1000.0,0.0328,10.0,10.0,830.5649623727313,3.1
15270,13.79,3703.0,-0.3273,4.7,4.7,318.0,6.0
15271,10.635065510058652,5574.0,0.0657,4.7,4.7,318.0,2.0
15272,6.72,4136.0,0.0141,10.8,14.21544580709314,432.0,3.9
15273,0.1,1000.0,0.0633,1.0,1.0,51.0,7.9
15274,13.79,2658.0,-0.1258,8.589305208096429,1.9,830.5649623727313,2.7
15276,13.79,1344.0,0.0033,11.1,11.1,457.0,2.7
15278,13.79,1484.0,0.0351,7.8,7.8,591.0,2.8
15283,13.79,1465.0,-0.1077,8.589305208096429,14.21544580709314,830.5649623727313,3.6
15284,12.07,2428.0,-0.074,1.9,1.9,152.0,3.9
15285,6.92,2292.0,0.1205,12.7,42.3,1778.0,2.6
15286,6.89,6157.0,-0.1531,4.7,4.7,318.0,5.7
15287,4.21,1519.0,0.0404,12.7,42.3,1778.0,3.9
15288,6.89,2807.0,0.1679,8.589305208096429,15.9,914.0,1.9
15290,12.07,7107.0,-0.0404,1.9,1.9,152.0,3.5
15291,12.0,4750.0,0.0428,10.0,10.0,660.0,3.5
15292,13.79,2590.0,-0.0137,7.7,7.7,457.0,2.5
15293,10.635065510058652,3404.0,0.0852,7.7,14.21544580709314,457.0,2.3
15294,11.03,2034.0,0.0108,8.589305208096429,9.3,305.0,3.9
15295,6.89,2767.0,0.0022,8.589305208096429,15.9,830.5649623727313,3.3
15297,6.86,4069.0,0.0126,10.8,10.8,432.0,6.6
15298,13.79,2021.0,0.0334,7.7,7.7,457.0,1.9
15299,20.68,4286.0,-0.0264,10.3,10.3,794.0,5.3
15303,6.89,2740.0,-0.008,12.7,38.1,830.5649623727313,4.7
15304,10.635065510058652,956.0,0.0047,8.589305208096429,14.21544580709314,457.0,3.5
15306,6.89,1533.0,0.1356,8.5,22.3,1829.0,3.5
15308,9.61,5547.0,-0.0037,12.7,14.21544580709314,914.0,3.8
15309,6.89,2007.0,0.1433,23.6,23.6,610.0,2.0
15310,9.65,1519.0,-0.0195,12.7,14.21544580709314,1778.0,5.7
15313,6.89,732.0,-0.0259,15.0,15.0,10.0,4.1
15314,13.79,3070.4877791356516,-0.1184,7.7,7.7,830.5649623727313,2.7
15316,6.89,4062.0,0.0005,12.8,12.8,1930.0,4.4
15317,8.27,675.0,0.0997,9.5,9.5,1836.0,5.3
15318,13.79,3201.0,0.0001,4.7,14.21544580709314,830.5649623727313,5.0
15319,6.89,3070.4877791356516,0.1628,12.8,12.8,1930.0,2.6
15320,13.79,1627.0,0.1693,8.589305208096429,7.7,457.0,1.3
15321,3.86,3070.4877791356516,0.0363,5.6,5.6,830.5649623727313,5.8
15322,10.635065510058652,3743.0,0.008,1.9,1.9,152.0,1.1
15324,0.1,3070.4877791356516,-0.1392,15.0,120.0,10.0,6.2
15326,11.03,1354.0,-0.0329,8.589305208096429,14.21544580709314,2134.0,2.2
15327,6.89,3070.4877791356516,0.0263,12.4,12.4,610.0,1.9
15328,11.03,1355.0,0.0214,5.6,15.2,2134.0,1.1
15329,6.86,3070.4877791356516,0.1671,5.6,5.6,830.5649623727313,4.3
15331,13.79,3070.4877791356516,-0.0389,11.1,14.21544580709314,457.0,2.3
15332,10.635065510058652,5249.0,-0.0071,8.589305208096429,5.7,625.0,7.5
15333,13.79,1492.0,-0.0918,3.6,14.21544580709314,76.0,3.4
15334,18.96,3070.4877791356516,-0.0331,1.9,14.21544580709314,152.0,8.4
15335,6.89,6049.0,-0.0639,10.3,10.3,762.0,6.8
15336,6.89,5466.0,0.1128,12.8,12.8,830.5649623727313,2.5
15337,13.79,3070.4877791356516,-0.032,1.9,1.9,152.0,2.7
15339,13.79,3458.0,0.0533,4.7,4.7,305.0,4.6
15341,10.34,5832.0,-0.1209,10.3,10.3,830.5649623727313,6.7
15342,18.96,2726.0,-0.0925,8.589305208096429,1.9,152.0,1.8
15343,13.79,783.0,0.0758,4.7,4.7,830.5649623727313,2.8
15344,0.31,1000.0,-0.0187,15.0,120.0,10.0,6.5
